action_taken,action_taken_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_name_1,applicant_sex,applicant_sex_name,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_name_1,co_applicant_sex,co_applicant_sex_name,county_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,owner_occupancy,owner_occupancy_name,preapproval,property_type,property_type_name,purchaser_type,purchaser_type_name,,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,population
1,Loan originated,2,Not Hispanic or Latino,69,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Suffolk County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),44,109000,112,1362,1112,4397
1,Loan originated,2,Not Hispanic or Latino,84,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Dutchess County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,364,95200,200,1730,1652,5149
1,Loan originated,2,Not Hispanic or Latino,206,5,White,2,Female,2,Not Hispanic or Latino,5,White,1,Male,Richmond County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),12033,71300,279,1110,937,3450
1,Loan originated,2,Not Hispanic or Latino,154,3,Black or African American,2,Female,2,Not Hispanic or Latino,3,Black or African American,1,Male,Nassau County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,634,109000,383,2186,1992,7073
1,Loan originated,2,Not Hispanic or Latino,52,2,Asian,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Richmond County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,11890,71300,145,1662,1360,4968
1,Loan originated,2,Not Hispanic or Latino,108,3,Black or African American,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",52,109000,432,1446,1331,4201
1,Loan originated,2,Not Hispanic or Latino,43,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Dutchess County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",368,95200,170,1723,1578,4971
1,Loan originated,2,Not Hispanic or Latino,117,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Albany County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),12045,82700,126,2127,1142,4415
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",238,6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",Suffolk County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),643,109000,417,862,803,2712
1,Loan originated,2,Not Hispanic or Latino,40,2,Asian,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Tioga County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,202,66400,107,1466,1111,3153
1,Loan originated,2,Not Hispanic or Latino,110,3,Black or African American,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),559,109000,347,1828,1686,5955
1,Loan originated,2,Not Hispanic or Latino,75,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Dutchess County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",370,95200,132,1391,1195,4373
1,Loan originated,2,Not Hispanic or Latino,63,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,12046,109000,231,1836,1563,5154
1,Loan originated,2,Not Hispanic or Latino,48,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Cayuga County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,197,60000,7,1609,1217,4063
1,Loan originated,2,Not Hispanic or Latino,125,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",206,109000,345,1889,1788,5375
1,Loan originated,1,Hispanic or Latino,82,5,White,1,Male,1,Hispanic or Latino,5,White,2,Female,Queens County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",56,71300,368,653,354,3427
1,Loan originated,2,Not Hispanic or Latino,73,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Sullivan County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",372,60000,210,2606,881,2399
1,Loan originated,2,Not Hispanic or Latino,155,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),12115,109000,368,1717,964,4329
1,Loan originated,2,Not Hispanic or Latino,132,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Ontario County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,885,69700,200,3727,3415,10803
1,Loan originated,2,Not Hispanic or Latino,67,2,Asian,1,Male,2,Not Hispanic or Latino,2,Asian,1,Male,Nassau County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",59,109000,364,2066,1898,6145
1,Loan originated,2,Not Hispanic or Latino,202,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),565,109000,408,1199,987,3620
1,Loan originated,2,Not Hispanic or Latino,87,5,White,1,Male,2,Not Hispanic or Latino,5,White,1,Male,Dutchess County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,381,95200,164,1154,815,2860
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",131,6,"Information not provided by applicant in mail, Internet, or telephone application",2,Female,3,"Information not provided by applicant in mail, Internet, or telephone application",6,"Information not provided by applicant in mail, Internet, or telephone application",1,Male,Kings County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,12146,71300,192,988,663,3927
1,Loan originated,2,Not Hispanic or Latino,91,3,Black or African American,1,Male,2,Not Hispanic or Latino,3,Black or African American,2,Female,Queens County,3,Refinancing,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",136,71300,406,520,368,1440
1,Loan originated,2,Not Hispanic or Latino,242,5,White,2,Female,2,Not Hispanic or Latino,5,White,1,Male,Nassau County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,12004,109000,585,2082,2016,6253
1,Loan originated,1,Hispanic or Latino,170,5,White,1,Male,1,Hispanic or Latino,5,White,2,Female,Nassau County,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",61,109000,378,2326,2063,6844
1,Loan originated,2,Not Hispanic or Latino,123,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Sullivan County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,50,60000,25,2558,1064,3775
1,Loan originated,2,Not Hispanic or Latino,89,5,White,2,Female,2,Not Hispanic or Latino,5,White,1,Male,Richmond County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),12168,71300,410,1463,1051,3813
1,Loan originated,2,Not Hispanic or Latino,395,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Yates County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,1250,69700,314,2892,1734,5348
1,Loan originated,1,Hispanic or Latino,111,5,White,1,Male,2,Not Hispanic or Latino,2,Asian,2,Female,Richmond County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,12035,71300,417,2129,1698,6428
1,Loan originated,2,Not Hispanic or Latino,228,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Suffolk County,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",66,109000,512,1954,1680,6486
1,Loan originated,2,Not Hispanic or Latino,,5,White,2,Female,2,Not Hispanic or Latino,5,White,1,Male,Suffolk County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),4422,109000,315,1578,1801,5367
1,Loan originated,2,Not Hispanic or Latino,102,2,Asian,1,Male,2,Not Hispanic or Latino,2,Asian,2,Female,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),12185,109000,415,1748,1437,4950
1,Loan originated,1,Hispanic or Latino,66,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Suffolk County,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",154,109000,250,1287,1089,4698
1,Loan originated,2,Not Hispanic or Latino,,5,White,1,Male,1,Hispanic or Latino,5,White,2,Female,Suffolk County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,12144,109000,559,1341,1265,4293
1,Loan originated,2,Not Hispanic or Latino,131,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,568,109000,308,1900,1725,6160
1,Loan originated,2,Not Hispanic or Latino,60,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Dutchess County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",391,95200,292,1809,1120,5328
1,Loan originated,2,Not Hispanic or Latino,481,2,Asian,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,New York County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,158075,71300,750,83,1669,8391
1,Loan originated,2,Not Hispanic or Latino,64,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Wayne County,1,Home purchase,3,VA-guaranteed,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",128,69700,133,2008,1536,5166
1,Loan originated,2,Not Hispanic or Latino,58,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Nassau County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),91785,109000,140,1087,999,3362
1,Loan originated,1,Hispanic or Latino,54,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Suffolk County,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",67,109000,177,1207,919,4879
1,Loan originated,2,Not Hispanic or Latino,204,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Dutchess County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,413,95200,193,1742,1746,3654
1,Loan originated,2,Not Hispanic or Latino,173,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Kings County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),91856,71300,612,715,349,2159
1,Loan originated,1,Hispanic or Latino,99,5,White,1,Male,1,Hispanic or Latino,5,White,2,Female,Suffolk County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",169,109000,231,1656,1570,7508
1,Loan originated,2,Not Hispanic or Latino,166,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Tompkins County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,328,77200,358,2525,1791,6099
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",291,6,"Information not provided by applicant in mail, Internet, or telephone application",2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,569,109000,637,912,745,3026
1,Loan originated,4,Not applicable,,7,Not applicable,4,Not applicable,5,No co-applicant,8,No co-applicant,5,No co-applicant,New York County,1,Home purchase,1,Conventional,3,Not applicable,3,3,Multifamily dwelling,0,Loan was not originated or was not sold in calendar year covered by register,29,71300,3000,,31,7709
1,Loan originated,2,Not Hispanic or Latino,42,3,Black or African American,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Westchester County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,12318,71300,104,888,1380,5375
1,Loan originated,2,Not Hispanic or Latino,73,3,Black or African American,2,Female,2,Not Hispanic or Latino,3,Black or African American,1,Male,Nassau County,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",170,109000,177,1675,1009,7272
1,Loan originated,2,Not Hispanic or Latino,40,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Cortland County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,192,60000,32,1590,1151,4111
1,Loan originated,2,Not Hispanic or Latino,292,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Kings County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,583,71300,1450,364,283,1199
1,Loan originated,2,Not Hispanic or Latino,211,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Richmond County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,10015,71300,440,1705,1137,4741
1,Loan originated,2,Not Hispanic or Latino,136,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Albany County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),12330,82700,320,2894,2367,7792
1,Loan originated,2,Not Hispanic or Latino,58,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Monroe County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",1314,69700,108,1629,1095,3733
1,Loan originated,2,Not Hispanic or Latino,87,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Fulton County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,207773,60000,276,1439,1162,3646
1,Loan originated,2,Not Hispanic or Latino,88,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Suffolk County,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",77,109000,371,2051,1965,7039
1,Loan originated,2,Not Hispanic or Latino,117,2,Asian,2,Female,2,Not Hispanic or Latino,2,Asian,1,Male,Queens County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),11194,71300,264,3032,2217,8185
1,Loan originated,2,Not Hispanic or Latino,88,3,Black or African American,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Albany County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),12335,82700,181,3096,2577,6579
1,Loan originated,2,Not Hispanic or Latino,84,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Nassau County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),667,109000,288,2064,1922,6702
1,Loan originated,2,Not Hispanic or Latino,128,5,White,2,Female,2,Not Hispanic or Latino,5,White,1,Male,Tompkins County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,307,77200,153,1193,1020,3980
1,Loan originated,2,Not Hispanic or Latino,268,5,White,2,Female,2,Not Hispanic or Latino,5,White,1,Male,Suffolk County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),591,109000,417,1688,1992,6381
1,Loan originated,2,Not Hispanic or Latino,48,2,Asian,1,Male,2,Not Hispanic or Latino,2,Asian,2,Female,Queens County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,235,71300,429,1048,699,3504
1,Loan originated,2,Not Hispanic or Latino,100,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Kings County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,12370,71300,378,615,738,3366
1,Loan originated,2,Not Hispanic or Latino,84,3,Black or African American,2,Female,2,Not Hispanic or Latino,3,Black or African American,1,Male,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),669,109000,97,1999,1303,7536
1,Loan originated,2,Not Hispanic or Latino,135,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Dutchess County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",263,95200,204,1323,1014,5126
1,Loan originated,2,Not Hispanic or Latino,150,5,White,2,Female,2,Not Hispanic or Latino,5,White,1,Male,Queens County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",82,71300,158,813,968,5720
1,Loan originated,2,Not Hispanic or Latino,84,3,Black or African American,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Albany County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,36,82700,69,2034,1611,5333
1,Loan originated,2,Not Hispanic or Latino,40,2,Asian,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Richmond County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,10393,71300,200,2477,2077,6735
1,Loan originated,2,Not Hispanic or Latino,75,5,White,1,Male,2,Not Hispanic or Latino,5,White,1,Male,Suffolk County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),193,109000,197,2078,1757,7526
1,Loan originated,2,Not Hispanic or Latino,42,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Saratoga County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),12241,82700,200,1513,1196,4554
1,Loan originated,2,Not Hispanic or Latino,90,3,Black or African American,2,Female,2,Not Hispanic or Latino,3,Black or African American,2,Female,Nassau County,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",83,109000,265,1232,873,5559
1,Loan originated,2,Not Hispanic or Latino,29,2,Asian,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Queens County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,414,71300,351,2075,1063,6151
1,Loan originated,2,Not Hispanic or Latino,82,1,American Indian or Alaska Native,1,Male,2,Not Hispanic or Latino,1,American Indian or Alaska Native,2,Female,Erie County,1,Home purchase,3,VA-guaranteed,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),8462,69000,210,1805,1669,4924
1,Loan originated,2,Not Hispanic or Latino,66,5,White,2,Female,2,Not Hispanic or Latino,5,White,2,Female,Erie County,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",2362,69000,151,1640,1340,4081
1,Loan originated,2,Not Hispanic or Latino,120,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Albany County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,12254,82700,226,1536,1506,4390
1,Loan originated,2,Not Hispanic or Latino,82,3,Black or African American,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),595,109000,175,1675,1009,7272
1,Loan originated,2,Not Hispanic or Latino,68,3,Black or African American,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Erie County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,293,69000,70,1639,1016,3089
1,Loan originated,2,Not Hispanic or Latino,404,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Kings County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,1,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,5840,71300,1500,899,609,3317
1,Loan originated,2,Not Hispanic or Latino,80,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Erie County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",2399,69000,139,1623,1475,5689
1,Loan originated,2,Not Hispanic or Latino,45,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Erie County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,12285,69000,103,2025,1369,4712
1,Loan originated,2,Not Hispanic or Latino,149,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),597,109000,372,1617,1292,5430
1,Loan originated,2,Not Hispanic or Latino,91,2,Asian,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Queens County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,425,71300,420,458,200,1504
1,Loan originated,2,Not Hispanic or Latino,75,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Broome County,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,1158418,66400,18,2056,1825,5265
1,Loan originated,2,Not Hispanic or Latino,91,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Erie County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",2568,69000,210,3021,2638,7903
1,Loan originated,2,Not Hispanic or Latino,84,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Erie County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),12397,69000,175,2534,2256,5873
